url;h1_result
https://www.perfil.com/noticias/politica/kicillof-logro-que-el-senado-bonaerense-apruebe-un-paquete-de-leyes-impositivas-de-endeudamiento-y-de-emergencia.phtml;"Kicillof consiguió aval para su paquete de leyes y lanzó la chicana: ""A diferencia de Milei, logramos que las traten"""
https://www.perfil.com/noticias/actualidad/sin-decision-judicial-en-los-multiples-amparos-rige-desde-este-viernes-el-dnu-de-javier-milei.phtml;Los múltiples amparos judiciales no lograron frenarlo y rige desde este viernes el DNU de Javier Milei
https://442.perfil.com/noticias/futbol/no-es-marcos-rojo-el-inter-miami-interesado-en-otra-de-las-figuras-de-boca.phtml;No es Marcos Rojo: el Inter Miami interesado en otra de las figuras de Boca
https://442.perfil.com/noticias/futbol/brasil-seguira-sin-dt-ancelotti-renovo-con-el-real-madrid-hasta-2026.phtml;Brasil seguirá sin DT: Ancelotti renovó con el Real Madrid hasta 2026
https://442.perfil.com/noticias/futbol/atento-boca-matias-rojas-podria-romper-su-contrato-con-corinthians-tras-intimarlo.phtml;Atento Boca: Matías Rojas podría romper su contrato con Corinthians tras intimar al club
https://442.perfil.com/noticias/futbol/bullrich-hizo-estallar-de-enojo-a-los-hinchas-de-independiente-me-puso-triste-que-chelsea-no-nos-compre.phtml;"Bullrich hizo estallar de enojo a los hinchas de Independiente: ""Me puso triste que Chelsea no nos compre"""
https://442.perfil.com/noticias/futbol/alejandro-garnacho-entre-los-diez-mejores-juveniles-del-mundo.phtml;Alejandro Garnacho entre los diez mejores juveniles del mundo
https://442.perfil.com/noticias/futbol/chiqui-tapia-y-la-afa-celebraron-el-fin-de-ano-de-la-asociacion.phtml;Chiqui Tapia y la AFA celebraron el fin de año de la asociación
https://442.perfil.com/noticias/futbol/la-millonaria-cifra-que-recibira-deportivo-lujan-de-resistencia-el-club-que-formo-al-diablito-echeverri.phtml;La millonaria cifra que recibirá Deportivo Luján de Resistencia, el club que formó al Diablito Echeverri 
https://442.perfil.com/noticias/futbol/ramon-diaz-renovo-su-contrato-con-vasco-da-gama-hasta-diciembre-de-2025.phtml;Ramón Díaz renovó su contrato con Vasco Da Gama hasta diciembre de 2025
https://442.perfil.com/noticias/futbol/martin-palermo-sobre-la-posibilidad-de-ser-el-tecnico-de-river-estoy-preparado-para-dirigir-cualquier-equipo.phtml;Martín Palermo sobre la posibilidad de ser el técnico de River: “Estoy preparado para dirigir cualquier equipo”
https://442.perfil.com/noticias/futbol/carlos-tevez-tajante-sobre-el-futuro-inmediato-de-independiente-si-decimos-que-somos-el-rey-de-copas-hay-que-demostrarlo.phtml;Carlos Tevez tajante sobre el futuro inmediato de Independiente: “Si decimos que somos el Rey de Copas hay que demostrarlo”
https://d10.ultimahora.com/libertad-sostiene-a-matias-espinoza-y-se-despide-de-alexander-barboza;Libertad sostiene a Matías Espinoza y se despide de Alexander Barboza
https://d10.ultimahora.com/versiones-encontradas-por-el-arquero-olveira;Versiones encontradas por el arquero Olveira
https://d10.ultimahora.com/pretemporada-y-viaje-a-colombia;Pretemporada y viaje a Colombia
https://d10.ultimahora.com/aguilar-han-perdido-el-hambre-de-llegar;Aguilar: “Han perdido el hambre de llegar”
https://d10.ultimahora.com/barcelo-confirma-que-buscan-su-salida;Barceló confirma que buscan su salida
https://d10.ultimahora.com/amarilla-es-la-quinta-apuesta-del-danzarin;Amarilla es la quinta apuesta del Danzarín
https://d10.ultimahora.com/pumpido-espera-por-mas-incorporaciones;Pumpido espera por más incorporaciones
https://d10.ultimahora.com/el-equipo-ideal-de-la-gente;El Equipo Ideal de la gente
https://d10.ultimahora.com/gaston-olveira-podria-dejar-olimpia;Gastón Olveira podría dejar Olimpia
https://d10.ultimahora.com/encarnacion-fc-presenta-al-nuevo-tecnico-y-anuncia-mas-jugadores;Encarnación FC presenta al nuevo técnico y anuncia más jugadores
https://oei.int/oficinas/uruguay/noticias/mas-mujer-en-ciencia-presento-resultados-2023-y-agradecio-la-participacion-de-destacadas-investigadoras;Más Mujer en Ciencia presentó resultados 2023 y agradeció la participación de destacadas investigadoras
https://oei.int/oficinas/secretaria-general/noticias/la-oei-hace-balance-de-un-2023-cargado-de-cooperacion;La OEI hace balance de un 2023 cargado de cooperación
https://oei.int/oficinas/secretaria-general/noticias/la-oei-convocara-en-enero-el-premio-iberoamericano-de-educacion-en-derechos-humanos-oscar-romero;La OEI convocará en enero el Premio Iberoamericano de Educación en Derechos Humanos Óscar Romero
https://oei.int/oficinas/portugal/noticias/oei-associa-se-a-fundacao-jose-saramago-no-lancamento-de-uma-pagina-web-e-na-criacao-de-uma-exposicao-sobre-os-direitos-e-os-deveres-humanos;La OEI se une a la Fundación José Saramago para lanzar una web y crear una exposición sobre Derechos y Deberes Humanos
https://oei.int/oficinas/paraguay/impulsando-la-educacion/el-proyecto;Impulsando la Educación
https://oei.int/oficinas/ecuador/somos-mujeres-y-hacemos-ciencia-2/somos-mujeres-y-hacemos-ciencia;Somos Mujeres y Hacemos Ciencia
https://oei.int/oficinas/secretaria-general/publicaciones/conectando-ideas-y-sensibilidades-en-educacion-un-viaje-por-la-educacion-en-tiempos-de-transformacion;Conectando ideas y sensibilidades en educación: un viaje por la educación en tiempos de transformación
https://oei.int/oficinas/secretaria-general/publicaciones/una-agenda-comun-de-futuro;Una agenda común de futuro
https://oei.int/oficinas/secretaria-general/publicaciones/los-latinos-en-estados-unidos-una-historia-con-futuro;Los latinos en Estados Unidos: una historia con futuro
https://oei.int/oficinas/el-salvador/noticias/innovacion-educativa-un-puente-tecnologico-para-vencer-la-brecha-digital-en-la-region-trifinio-de-el-salvador;Innovación Educativa, un puente tecnológico para vencer la brecha digital en la región Trifinio de El Salvador
https://chile.as.com/actualidad/la-suerte-en-chile-o-suerte-de-ser-chileno-hoy-29-de-diciembre-estos-son-los-rut-ganadores-y-resultados-del-ultimo-sorteo-n/;La suerte en Chile o suerte de ser chileno, hoy 29 de diciembre: estos son los RUT ganadores y resultados del último sorteo
https://as.com/motor/formula_1/diez-anos-de-lucha-y-secretismo-n/;Diez años de lucha y secretismo alrededor de Schumacher
https://as.com/futbol/primera/oficial-ancelotti-renueva-hasta-2026-n/;Oficial: Ancelotti, hasta 2026
https://as.com/futbol/primera/la-paradoja-de-lewandowski-n/;La paradoja de Lewandowski
https://as.com/futbol/primera/asi-se-reparten-los-millones-de-la-tv-el-real-madrid-gana-161m-y-amplia-ventaja-respecto-al-barca-n/;Así se reparten los millones de la TV: el Real Madrid gana 161M€
https://as.com/futbol/primera/el-barca-toca-a-aleix-garcia-n/;El Barça ‘toca’ a Aleix Garcia
https://as.com/futbol/internacional/kimmich-objeto-de-deseo-n/;Kimmich, objeto de deseo
https://as.com/futbol/internacional/sin-neymar-todo-son-victorias-n/;Sin Neymar, todo son victorias
https://as.com/futbol/primera/rentero-ya-esta-en-casa-ahora-tenemos-un-minihospital-n/;Rentero ya lucha desde casa
https://as.com/futbol/primera/ancelotti-respira-con-vinicius-n/;Ancelotti respira con Vinicius
https://www.diarioelheraldo.cl/noticia/el-turismo-en-chile-se-vislumbra-prometedor; 
https://www.diarioelheraldo.cl/noticia/linares-joven-fallecio-tras-extraviarse-en-aguas-del-rio-achibueno; 
https://www.diarioelheraldo.cl/noticia/esta-tarde-super-copa-con-equipos-campeones-del-depo-temporadas-2019-y-2022-; 
https://www.diarioelheraldo.cl/noticia/se-inauguro-centro-de-desarrollo-rural-en-chanco; 
https://www.diarioelheraldo.cl/noticia/linaresconcejo-municipal-aprobo-mas-camaras-de-televigilancia-para-sector-sur-de-la-comuna; 
https://www.diarioelheraldo.cl/noticia/seremi-de-salud-intensifica-fiscalizacin-de-carnes-en-la-regin; 
https://www.diarioelheraldo.cl/noticia/-ano-nuevo-carabineros-de-linares-llama-a-no-utilizar-fuegos-artificiales-y-prevenir-accidentes; 
https://www.diarioelheraldo.cl/noticia/universidad-catolica-del-maule-otorga-cupos-exclusivos-para-mujeres-en-su-oferta-academica; 
https://www.diarioelheraldo.cl/noticia/ministra-de-obras-publicas-informa-que-mas-de-430-mil-personas-viajaran-por-el-aeropuerto-de-santiago-durante-el-fin-de-semana-largo-de-ano-nuevo-; 
https://www.diarioelheraldo.cl/noticia/advierte-experto-de-avantic-cuidese-de-estas-cuatro-ciberamenazas-en-2024; 
https://www.df.cl/mercados/banca-fintech/goldman-sachs-mantuvo-por-septimo-ano-consecutivo-en-2023-la-corona-del;Goldman Sachs mantuvo por séptimo año consecutivo la corona del ranking global de asesorías en fusiones y adquisiciones
https://www.df.cl/economia-y-politica/macro/mercado-anticipa-que-el-imacec-habria-crecido-1-en-noviembre-y-ve-una; 
https://www.df.cl/mercados/bolsa-monedas/dolar-hoy-xzlvp; 
https://www.df.cl/mercados/bolsa-monedas/bolsas-hoy-xeik2;Wall Street termina última jornada de 2023 a la baja, pero cierra año de fuerte repunte y Nadaq 100 logra mejor registro desde 1999
https://www.df.cl/mercados/seguros/cmf-sanciona-a-tres-empresas-del-grupo-security-por-demoras-en-la;CMF sanciona a tres empresas del Grupo Security por demoras en la restitución a los asegurados de primas pagadas y no consumidas
https://dfmas.cl/df-mas/coffee-break/en-enero-parte-fusion-la-polar-ad-retail-manuel-jose-vial-y-gonzalo?_gl=1*vkrsuo*_ga*ODI5Mjg0NjIzLjE3MDM4ODYzNDg.*_ga_3HBZ5CKX6D*MTcwMzg4NjM0OC4xLjEuMTcwMzg4NjM2NC40NC4wLjA.;"
En enero parte fusión La Polar - AD Retail: Manuel José Vial y Gonzalo Ceballos coordinarán operación
"
https://www.df.cl/internacional/economia/larry-summers-advierte-que-los-inversores-podrian-estar-subestimando-el; 
https://www.df.cl/empresas/mineria/acuerdo-codelco-sqm-moody-s-advierte-efectos-del-futuro-control-de-la; 
https://www.df.cl/economia-y-politica/laboral-personas/el-desempleo-vuelve-a-subir-en-el-ultimo-ano-fuerza-de-trabajo-crece; 
https://www.df.cl/economia-y-politica/comercio-exterior/exportaciones-chilenas-no-tradicionales-se-aprestan-a-batir-un-record; 
https://www.biobiochile.cl/noticias/sociedad/debate/2023/12/29/fiesta-con-asistentes-casi-desnudos-escandaliza-a-rusia-hubo-celebridades-modelos-y-politicos.shtml;"
Fiesta con asistentes ’casi desnudos’ escandaliza a Rusia: hubo celebridades, modelos y políticos
"
https://www.biobiochile.cl/noticias/nacional/chile/2023/12/29/extranjeros-residentes-en-chile-llegaron-a-los-16-millones-en-2022-66-esta-en-situacion-irregular.shtml;Extranjeros residentes en Chile llegaron a 1,6 millones en 2022: 6,6% está en situación irregular
https://www.biobiochile.cl/noticias/deportes/futbol/la-roja/2023/12/29/nicolas-cordova-explico-marginacion-de-rojas-del-preolimpico-no-respeto-su-trabajo.shtml;"
    ""No respetó su trabajo"": Nicolás Córdova explicó sin rodeos la marginación de Rojas del Preolímpico
"
https://www.biobiochile.cl/noticias/nacional/chile/2023/12/29/revelan-que-ministros-grau-y-rojas-se-reunieron-con-empresarios-salmoneros-en-casa-de-pablo-zalaquett.shtml;"
Revelan que ministros Grau y Rojas se reunieron con empresarios salmoneros en casa de Pablo Zalaquett
"
https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2023/12/29/declaran-alerta-roja-para-valparaiso-por-incendio-forestal-que-amenaza-a-reserva-lago-penuelas.shtml;"
Declaran Alerta Roja para Valparaíso por incendio forestal que amenaza a Reserva Lago Peñuelas
"
https://www.biobiochile.cl/noticias/nacional/chile/2023/12/29/senador-coloma-udi-cuestiona-indultos-presidenciales-le-han-hecho-un-grave-dano-a-la-seguridad.shtml;"
Senador Coloma (UDI) cuestiona indultos presidenciales: ""Le han hecho un grave daño a la seguridad""
"
https://www.biobiochile.cl/noticias/economia/negocios-y-empresas/2023/12/29/cmf-multa-a-banco-security-y-filiales-por-demoras-en-restitucion-de-primas-pagadas-y-no-usadas.shtml;"
CMF multa a Banco Security y filiales por demoras en restitución de primas pagadas y no usadas
"
https://www.biobiochile.cl/noticias/espectaculos-y-tv/tv/2023/12/29/mas-de-90-millones-y-solo-24-afortunados-estos-son-todos-los-rut-ganadores-de-la-suerte-en-chile.shtml;"Más de 90 millones y solo 24 afortunados: estos son todos los RUT ganadores de ""La Suerte en Chile"""
https://www.biobiochile.cl/noticias/espectaculos-y-tv/cine-y-series/2023/12/29/resena-berlin-el-spin-off-de-la-casa-de-papel-el-regreso-de-pedro-alonso-al-mundo-de-los-atracos.shtml;"
RESEÑA | Berlín, el spin off de La Casa de Papel: el regreso de Pedro Alonso al mundo de los atracos
"
https://www.biobiochile.cl/noticias/servicios/explicado/2023/12/29/las-10-cabalas-de-ano-nuevo-mas-raras-y-extremas-alrededor-del-mundo-2-son-chilenas.shtml;Las 10 cábalas de Año Nuevo más raras y extremas alrededor del mundo: 2 son chilenas
https://www.prensa-latina.cu/2023/12/29/recibe-intelectual-cubano-premio-nacional-de-investigacion-cultural;Recibe intelectual cubano Premio Nacional de Investigación Cultural
https://www.prensa-latina.cu/2023/12/29/onu-eleva-llamados-de-alerta-para-mas-ayuda-humanitaria-en-gaza;ONU eleva llamados de alerta para más ayuda humanitaria en Gaza
https://www.prensa-latina.cu/2023/12/29/cuba-china-en-dinamica-de-una-alianza-multisectorial;Cuba-China en dinámica de una alianza multisectorial
https://www.prensa-latina.cu/2023/12/29/megafarmacias-camino-de-mexico-a-excelencia-en-sistema-de-salud;Megafarmacias camino de México a excelencia en sistema de salud
https://www.prensa-latina.cu/2023/12/29/destaco-diaz-canel-perspectiva-revolucionaria-de-beneficiar-al-pueblo;Destacó Díaz-Canel perspectiva revolucionaria de beneficiar al pueblo (+Foto)
https://www.prensa-latina.cu/2023/12/29/aniversario-65-de-victorias-del-ejercito-rebelde-en-el-centro-de-cuba;Aniversario 65 de victorias del Ejército Rebelde en el centro de Cuba
https://www.prensa-latina.cu/2023/12/29/actor-pierce-brosnan-citado-ante-tribunal-estadounidense;Actor Pierce Brosnan citado ante tribunal estadounidense
https://www.prensa-latina.cu/2023/12/29/hambre-y-mas-desperdicios-de-alimentos-contraste-mundial;Hambre y más desperdicios de alimentos, contraste mundial
https://www.prensa-latina.cu/2023/12/29/cuba-y-china-impulsan-10-nuevos-proyectos-cientificos-conjuntos;Cuba y China impulsan 10 nuevos proyectos científicos conjuntos
https://www.prensa-latina.cu/2023/12/29/gobierno-de-guatemala-conmemora-27-anos-de-firma-de-acuerdos-de-paz;Gobierno de Guatemala conmemora 27 años de firma de Acuerdos de Paz
https://www.larepublica.co/globoeconomia/china-nombro-a-veterano-de-marina-dong-jun-como-nuevo-ministro-de-defensa-para-reanudar-conversaciones-militares-con-ee-uu-3774189;China nombró al veterano de la marina Dong Jun como el nuevo ministro de defensa
https://www.larepublica.co/economia/salario-minimo-2024-gremios-y-sindicatos-acercan-posiciones-a-ultimas-horas-para-la-definicion-3774283;Gobierno decretará alza del mínimo tras desacuerdo entre empresarios y sindicatos
https://www.larepublica.co/economia/petro-prometio-educacion-gratuita-para-20-000-estudiantes-en-argentina-3774282;Petro prometió educación gratis para 20.000 colombianos que estaban en Argentina
https://www.larepublica.co/globoeconomia/sudafrica-solicito-a-la-cij-declarar-que-israel-incumplio-convencion-sobre-genocidio-3774341;Sudáfrica solicitó a la CIJ declarar que Israel incumplió convención sobre genocidio
https://www.larepublica.co/economia/borrador-de-resolucion-que-amplia-las-terapias-del-plan-de-beneficios-3774308;Ministerio de Salud publicó borrador de resolución con el que amplia plan de beneficios
https://www.larepublica.co/ocio/agenda-de-conciertos-y-eventos-para-el-proximo-ano-3774275;Prográmese y conozca la agenda de conciertos, eventos y ferias del país para 2024
https://www.larepublica.co/empresas/sonrisas-brillantes-futuros-brillantes-celebrando-el-dia-nacional-del-cepillado-2023-3774197;Sonrisas brillantes futuros brillantes celebrando el día nacional del cepillado 2023
https://www.larepublica.co/economia/en-noviembre-hubo-2-29-millones-de-personas-desocupadas-y-tasa-de-desempleo-fue-de-9-3774227;En noviembre hubo un total de 2,29 millones de personas desocupadas y tasa es 9%
https://www.larepublica.co/empresas/nutresa-no-definio-junta-directiva-en-la-asamblea-convocada-el-28-de-diciembre-3774131;Asamblea de Grupo Nutresa no pudo definir nuevos miembros de su junta directiva
https://www.larepublica.co/globoeconomia/el-desempleo-vuelve-a-subir-en-el-ultimo-ano-fuerza-de-trabajo-crece-mas-que-los-ocupados-3774095;Índices de desempleo en Chile suben este año por incremento de la fuerza laboral
https://www.larepublica.co/globoeconomia/el-desempleo-vuelve-a-subir-en-el-ultimo-ano-fuerza-de-trabajo-crece-mas-que-los-ocupados-3774095;Índices de desempleo en Chile suben este año por incremento de la fuerza laboral
https://www.infodefensa.com/texto-diario/mostrar/4657406/hacia-logistica-militar-40-base-cordoba-proyecto-bacsi-arsenal-inteligente;Hacia la logística militar 4.0: base de Córdoba, proyecto Bacsi y arsenal inteligente
https://www.infodefensa.com/texto-diario/mostrar/4664714/general-cabrerizo-nombrado-jefe-mando-personal-ejercito-tierra;"

            El general Cabrerizo, nombrado jefe del Mando de Personal del Ejército de Tierra

        "
https://www.infodefensa.com/texto-diario/mostrar/4653424/policia-nacional-compra-nuevo-lote-subfusiles-scorpion-2-millones;La Policía Nacional adquiere un nuevo lote de 1.250 subfusiles Scorpion por más de 2 millones
https://www.infodefensa.com/texto-diario/mostrar/4653428/latam-2023-repaso-noticias-relevantes-ano-region;Latam 2023: repaso por las noticias de la región más relevantes del año
https://www.infodefensa.com/texto-diario/mostrar/4664012/ano-inversiones-defensa-espana-panorama-geopolitica-inquietante;"

            Año de inversiones en Defensa en España con un panorama geopolítico inquietante

        "
https://www.infodefensa.com/texto-diario/mostrar/4659236/ucrania-otra-navidad-luz-final-tunel;"

            ​Ucrania: otra Navidad sin luz al final del túnel

        "
https://www.infodefensa.com/texto-diario/mostrar/4653812/postura-estrategica-estados-unidos-i;"

            La postura estratégica de Estados Unidos (I)

        "
https://www.infodefensa.com/texto-diario/mostrar/4644391/proteccion-fondos-marinos-oportunidad-industria-defensa;"

            La protección de los fondos marinos, una oportunidad para la industria de defensa

        "
https://www.infodefensa.com/texto-diario/mostrar/4664729/video-guerra-ucrania-29-diciembre-imagenes-conflicto-armado;Vídeo: Guerra de Ucrania, 29 de diciembre. Imágenes del conflicto armado
https://www.vozdeamerica.com/a/venezuela-eeuu-2023-resumen-canjes-de-prisioneros-negociacion-tensiones-/7399681.html;Canjes de presos, negociaciones, compromisos y tensiones: relaciones EEUU-Venezuela en 2023
https://www.vozdeamerica.com/a/por-que-han-vetado-libros-de-isabel-allende-y-garcia-marquez-en-algunas-escuelas-de-florida-/7417151.html;"
¿Por qué han vetado libros de Isabel Allende y García Márquez en algunas escuelas de Florida?
"
https://www.vozdeamerica.com/a/en-fotos-un-anio-violento-y-vibrante-en-latinoamerica/7415943.html;En Fotos | El 2023, un año violento y vibrante en Latinoamérica
https://www.vozdeamerica.com/a/trump-inhabilitado-maine-colorado-papeletas-presidencia/7417156.html;"
Trump ha sido inhabilitado en las papeletas de dos estados. ¿Puede postularse aún a la presidencia?
"
https://www.vozdeamerica.com/a/dirigencia-de-hamas-viaja-a-el-cairo-para-considerar-la-propuesta-de-paz-egipcia/7417192.html;"
Dirigencia de Hamás viaja a El Cairo para considerar propuesta de paz egipcia
"
https://www.vozdeamerica.com/a/palestinos-desplazados-abarrotan-sur-de-gaza-mientras-israel-amplia-su-ofensiva-al-centro/7417405.html;"
Palestinos desplazados abarrotan sur de Gaza mientras Israel amplía su ofensiva al centro
"
https://www.vozdeamerica.com/a/retos-2023-politica-domestica-y-exterior-casa-blanca/7394782.html;2023, un año de retos en política doméstica y exterior para la Casa Blanca
https://www.vozdeamerica.com/a/crisis-no-da-tregua-momentos-clave-migracion-2023/7393064.html;Una crisis que no da tregua: momentos claves de la migración en 2023
https://www.vozdeamerica.com/a/america-latina-nuevos-liderazgos-elecciones-presidenciales-2023/7389875.html;América Latina con nuevos liderazgos: elecciones presidenciales de 2023
https://www.vozdeamerica.com/a/empresa-estatal-chilena-codelco-anuncia-acuerdo-con-privadas-para-explotacion-del-litio/7416045.html;"
Chile da paso clave para intensificar explotación de litio
"
https://www.alairelibre.cl/noticias/deportes/tenis/novak-djokovic/l-equipe-definio-a-djokovic-y-biles-como-los-deportistas-del-2023/2023-12-28/105348.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/inter-de-milan/inter-de-alexis-sanchez-visita-a-genoa-de-pablo-galdames-en-su-ultimo/2023-12-29/163755.html;Inter de Alexis Sánchez visita a Genoa de Pablo Galdames en su último partido del año en Serie A
https://www.alairelibre.cl/noticias/deportes/futbol/seleccion-chilena/resumen-2023-la-roja-extendio-su-complejo-momento-y-se-quedo-sin-dt/2023-12-28/153611.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/colo-colo/los-jugadores-de-colo-colo-investigados-por-licencias-de-conducir/2023-12-29/173331.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/kylian-mbappe/real-madrid-volvera-a-ofertar-por-kylian-mbappe-pero-le-dara-plazo-para/2023-12-29/183132.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/deportes-iquique/deportes-iquique-anuncio-la-renovacion-del-delantero-steffan-pino/2023-12-29/143601.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/ciclismo/chilenos/justicia-acogio-a-tramitacion-recurso-de-aranza-villalon-contra/2023-12-29/122523.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/real-madrid/ancelotti-continuamos-juntos-en-busca-de-nuevos-y-mayores-exitos/2023-12-29/114735.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/liga-brasilena/el-centrocampista-gustavo-scarpa-llego-a-las-filas-de-atletico-mineiro/2023-12-28/131955.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.alairelibre.cl/noticias/deportes/futbol/preolimpico/con-varias-ausencias-ecuador-entrego-la-nomina-sub-23-para-el/2023-12-28/131414.html;Zaldivia sobre Gustavo Alvarez: Desplegó buen fútbol y juego ofensivo, nos va a venir muy bien
https://www.salmonexpert.cl/mowi/tecnologia-salmonicultora-destaca-entre-los-mejores-inventos-del-mundo-en-2023/1607694;Tecnología salmonicultora destaca entre los mejores inventos del mundo en 2023
https://www.salmonexpert.cl/plataforma-digital-puertos-semilla/la-plataforma-digital-que-esta-dando-que-hablar-en-la-industria-acuicola-y-maritima/1607757;La plataforma digital que está dando qué hablar en la industria acuícola y marítima
https://www.salmonexpert.cl/ventisqueros/los-planes-de-ventisqueros-la-situaran-en-un-nivel-productivo-record/1607851;Los planes de Ventisqueros la situarán en un nivel productivo récord
https://www.salmonexpert.cl/stim-chile/stim-productos-naturales-con-foco-en-el-bienestar-del-salmon/1606615;STIM: Productos naturales con foco en el bienestar del salmón
https://www.salmonexpert.cl/biomar-srs/revolucionario-producto-aumenta-hasta-47-la-sobrevivencia-de-salmones/1607681;Revolucionario producto aumenta hasta 47% la sobrevivencia de salmones
https://www.salmonexpert.cl/algas-blumar/blumar-forma-inedita-alianza-para-estudiar-el-papel-de-las-algas-en-la-salmonicultura/1607742;Blumar forma inédita alianza para estudiar el papel de las algas en la salmonicultura
https://www.salmonexpert.cl/asenav/el-futuro-de-chile-para-crecer-hay-que-mirar-al-mar/1607733;El futuro de Chile: para crecer hay que mirar al mar
https://www.salmonexpert.cl/fiscalizacion/fiscalizacion-en-la-salmonicultura-con-embarcacion-propia-un-paso-importante/1566619;Fiscalización en la salmonicultura con embarcación propia: Un paso importante
https://www.salmonexpert.cl/ambiental-fondeos/transformando-la-acuicultura-descubriendo-los-desafios-de-la-resolucion-1821/1555901;Transformando la acuicultura: Descubriendo los desafíos de la Resolución 1821
https://www.salmonexpert.cl/areas-protegidas/ley-sbap-desafios-para-la-acuicultura-en-areas-protegidas/1534348;Ley SBAP, desafíos para la acuicultura en áreas protegidas
https://www.latercera.com/que-pasa/noticia/el-mundo-esta-preparado-prueban-con-99-de-eficacia-pildora-anticonceptiva-para-hombres/MHCBEC53J5FLTNTKKWGQJJNY6E/;“El mundo está preparado”: prueban con 99% de eficacia píldora anticonceptiva para hombres
https://www.latercera.com/el-deportivo/noticia/universidad-de-concepcion-pide-ayuda-a-la-anfp-y-la-fifa-para-frenar-el-acuerdo-con-el-empresario-arabe/573IZE4YI5AJFPT6PDTPQO7EAE/;Universidad de Concepción pide ayuda a la ANFP y la FIFA para frenar el acuerdo con el empresario árabe
https://www.latercera.com/nacional/noticia/exalcalde-de-algarrobo-udi-ficha-a-abogado-de-daniel-jadue-y-de-administrador-electoral-de-karina-oliva/7PAJCUJW3FDI3PSKZMKYLKNFCM/;Exalcalde de Algarrobo (UDI) ficha a abogado de Daniel Jadue y de administrador electoral de Karina Oliva
https://www.latercera.com/paula/me-separe-por-amor-propio/;COPESA asks for your consent to use your browsing data to personalize your experiences
https://www.latercera.com/el-deportivo/noticia/revelan-la-identidad-de-los-22-jugadores-y-exjugadores-de-colo-colo-que-son-investigados-por-obtencion-de-licencias-irregulares/MHKUY3Y6RZEV5PFUGYXYE62OPU/;Revelan la identidad de los 22 jugadores y exjugadores de Colo Colo que son investigados por obtención de licencias irregulares
https://www.latercera.com/el-deportivo/noticia/de-joven-promesa-a-piedra-en-el-zapato-las-razones-que-gatillaron-la-salida-de-cristobal-campos-de-la-u/K4ULWURGNVEHXATY4KEFWMBE6E/;De joven promesa a piedra en el zapato: las razones que gatillaron la salida de Cristóbal Campos de la U
https://www.latercera.com/que-pasa/noticia/informe-alerta-que-mas-de-la-mitad-de-la-falla-san-ramon-esta-edificada-piden-que-sea-zona-no-edificable/5IEIU4NP4ZFWVE5ELNCKC34FKE/;Informe alerta que más de la mitad de la Falla San Ramón está edificada: piden que sea “zona no edificable”
https://www.latercera.com/la-tercera-pm/noticia/nos-da-la-oportunidad-para-pasar-a-la-ofensiva-el-reservado-balance-post-plebiscito-del-partido-del-presidente-boric/2LRPG7EYCJCJDBMKVSTIHXGRCU/;“Nos da la oportunidad para pasar a la ofensiva”: El reservado balance posplebiscito del partido del Presidente Boric
https://www.latercera.com/la-tercera-pm/noticia/por-culpa-de-la-fach-ejercito-licito-compra-de-pasajes-aereos-por-un-precio-de-hasta-75-mayor-al-valor-comercial/PP7O75TPLBAB7IN4BDITMEM2BU/;Por “culpa” de la FACh: Ejército licitó compra de pasajes aéreos por un precio de hasta un 75% mayor al valor comercial
https://www.latercera.com/mundo/noticia/el-partido-comunista-de-china-endurece-su-disciplina-interna-ni-drogas-ni-prostitucion/SJAXP5EQX5ETNLNZ4MPKS23DDY/;El Partido Comunista de China endurece su disciplina interna: Ni drogas ni prostitución 
https://prensa.presidencia.cl/fotonoticia.aspx?id=274688; 
https://prensa.presidencia.cl/fotonoticia.aspx?id=278691; 
https://prensa.presidencia.cl/comunicado.aspx?id=278634; 
https://prensa.presidencia.cl/comunicado.aspx?id=278585; 
https://prensa.presidencia.cl/comunicado.aspx?id=278568; 
https://prensa.presidencia.cl/comunicado.aspx?id=278403; 
https://prensa.presidencia.cl/fotonoticia.aspx?id=278691; 
https://prensa.presidencia.cl/fotonoticia.aspx?id=278682; 
https://prensa.presidencia.cl/comunicado.aspx?id=277572; 
